track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,genre_category,pos,neg,neu,compound
Just Wanna Rock,Lil Uzi Vert,0.6931471805599453,8.293049139768444,2.6390573296152584,19.94059830910698,4.290459441148391,3.332204510175204,3.871201010907891,0.0,0.0,150,Major,49,4,55,2.0794415416798357,0,1.9459101490553132,1.3862943611198906,other,0.12,0.295,0.585,-0.9794
Unstoppable,Sia,0.6931471805599453,8.94663520890585,2.6390573296152584,20.66122536854207,4.787491742782046,4.204692619390966,7.044032897274685,1.0986122886681098,0.0,174,Major,47,27,78,2.4849066497880004,0,2.3978952727983707,2.1972245773362196,other,0.29,0.014,0.696,0.9937
Until I Found You,Stephen Sanchez,0.6931471805599453,8.395703293828527,1.6094379124341003,20.40365868451819,4.248495242049359,4.61512051684126,5.043425116919247,3.044522437723423,6.0844994130751715,202,Major,34,25,51,4.248495242049359,0,2.9444389791664403,1.6094379124341003,other,0.01,0.212,0.778,-0.9732
Rich Flex,"Drake, 21 Savage",1.0986122886681098,8.446341450444287,2.9444389791664403,20.167500413584342,4.442651256490317,4.442651256490317,3.7612001156935624,0.0,3.1780538303479458,153,Minor,56,42,52,1.791759469228055,0,3.6109179126442243,3.2188758248682006,hip-hop,0.097,0.315,0.588,-0.9989
Danger (Spider) (Offset & JID),"Offset, JID",1.0986122886681098,5.3706380281276624,0.0,17.033412068342226,1.3862943611198906,1.3862943611198906,1.9459101490553132,0.0,0.0,143,Major,83,25,69,1.6094379124341003,0,3.1780538303479458,2.5649493574615367,other,0.126,0.402,0.471,-0.9993
The Real Slim Shady,Eminem,0.6931471805599453,9.94097599694712,3.332204510175204,21.07714958742641,4.406719247264253,3.9889840465642745,8.093156697722637,0.6931471805599453,2.8903717578961645,104,Minor,95,78,66,1.3862943611198906,0,1.6094379124341003,1.9459101490553132,hip-hop,0.164,0.106,0.73,0.9834
The Color Violet,Tory Lanez,0.6931471805599453,7.857867559331803,3.4965075614664802,19.846033995036716,1.3862943611198906,4.382026634673881,3.091042453358316,0.6931471805599453,4.007333185232471,105,Minor,65,46,53,2.833213344056216,0,2.302585092994046,1.791759469228055,other,0.139,0.106,0.755,0.8313
Glimpse of Us,Joji,0.6931471805599453,8.753213480544126,1.9459101490553132,20.71171512558724,4.700480365792417,3.7612001156935624,5.0689042022202315,1.3862943611198906,3.4657359027997265,170,Major,44,27,32,4.499809670330265,0,2.70805020110221,1.791759469228055,other,0.155,0.025,0.82,0.9524
Curtains,Ed Sheeran,0.6931471805599453,6.573680166960646,0.0,17.501723710653657,3.6375861597263857,1.3862943611198906,3.332204510175204,0.0,3.9318256327243257,176,Minor,50,44,76,2.3978952727983707,0,3.4965075614664802,1.791759469228055,other,0.123,0.079,0.798,0.8257
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",1.0986122886681098,5.793013608384144,2.6390573296152584,18.337680757838235,2.70805020110221,4.709530201312334,2.302585092994046,0.0,3.912023005428146,104,Minor,80,38,88,2.4849066497880004,0,2.4849066497880004,1.791759469228055,pop,0.125,0.099,0.776,0.9364
Never Felt So Alone,Labrinth,0.6931471805599453,7.456454555176209,1.3862943611198906,18.584056524248624,3.8501476017100584,1.791759469228055,3.9512437185814275,0.0,3.044522437723423,98,Major,44,36,41,3.9318256327243257,0,3.6635616461296463,1.791759469228055,other,0.1,0.076,0.824,0.5739
ceilings,Lizzy McAlpine,0.6931471805599453,8.084254106307318,2.302585092994046,19.496321164782643,4.219507705176107,4.02535169073515,3.8918202981106265,0.0,1.9459101490553132,148,Major,51,27,33,3.8918202981106265,0,3.1354942159291497,1.3862943611198906,other,0.386,0.03,0.583,0.9915
Cupid,Fifty Fifty,0.6931471805599453,6.267200548541362,2.3978952727983707,18.75487871782603,2.772588722239781,4.543294782270004,3.4339872044851463,0.0,5.771441123130016,120,Major,77,94,66,4.189654742026425,0,3.6635616461296463,1.3862943611198906,pop,0.225,0.086,0.688,0.9959
I AM,IVE,0.6931471805599453,5.905361848054571,2.772588722239781,18.628773615880696,2.833213344056216,4.634728988229636,2.0794415416798357,0.0,4.02535169073515,122,Minor,68,38,88,0.6931471805599453,0,2.1972245773362196,1.791759469228055,pop,0.101,0.087,0.812,0.4019
Cupid - Twin Ver. (FIFTY FIFTY) - Sped Up Version,sped up 8282,0.6931471805599453,6.159095388491933,1.0986122886681098,18.45761537485588,0.0,0.0,1.9459101490553132,0.0,0.0,144,Major,74,75,73,3.7612001156935624,0,2.302585092994046,1.6094379124341003,pop,0.261,0.25,0.489,0.802
Super,SEVENTEEN,0.6931471805599453,5.605802066295998,2.5649493574615367,18.328802554127332,2.833213344056216,4.6443908991413725,2.302585092994046,0.0,4.02535169073515,137,Major,77,35,88,2.833213344056216,0,2.8903717578961645,2.302585092994046,other,0.131,0.114,0.755,0.128
Slut Me Out,NLE Choppa,0.6931471805599453,6.705639094860003,1.6094379124341003,19.065115066354693,3.091042453358316,1.6094379124341003,2.6390573296152584,0.0,1.6094379124341003,121,Minor,94,71,61,2.5649493574615367,0,3.9889840465642745,3.7612001156935624,other,0.172,0.39,0.438,-0.9976
Double Fantasy (with Future),"The Weeknd, Future",1.0986122886681098,7.064759027791802,0.0,18.38173488422342,3.6109179126442243,4.189654742026425,3.367295829986474,0.0,0.0,119,Minor,60,10,57,0.6931471805599453,0,3.9318256327243257,1.3862943611198906,other,0.111,0.086,0.802,0.7738
All Of The Girls You Loved Before,Taylor Swift,0.6931471805599453,7.1569563646156364,1.9459101490553132,19.03716617038536,3.295836866004329,1.9459101490553132,2.995732273553991,0.0,1.791759469228055,96,Major,72,40,47,4.276666119016055,0,2.6390573296152584,1.6094379124341003,other,0.411,0.074,0.515,0.9978
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",1.0986122886681098,7.275864600546533,1.6094379124341003,18.469403734437126,0.0,0.0,0.0,0.0,0.0,148,Major,90,74,68,2.70805020110221,0,2.3978952727983707,2.995732273553991,other,0.155,0.119,0.725,0.9349
Shivers,Ed Sheeran,0.6931471805599453,9.225031920719173,3.4339872044851463,20.98730875937123,5.459585514144159,4.276666119016055,6.298949246855942,2.9444389791664403,0.0,141,Major,79,82,86,3.367295829986474,0,1.6094379124341003,2.302585092994046,other,0.266,0.07,0.665,0.9963
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",1.0986122886681098,5.863631175598097,2.302585092994046,18.158154851423763,2.833213344056216,4.51085950651685,2.3978952727983707,0.0,4.174387269895637,110,Minor,76,26,70,0.6931471805599453,0,3.7376696182833684,1.9459101490553132,pop,0.164,0.084,0.752,0.9852
Made You Look,Meghan Trainor,0.6931471805599453,8.283241441385425,1.9459101490553132,20.035255346973234,4.962844630259907,3.1780538303479458,4.852030263919617,1.3862943611198906,2.833213344056216,145,Major,84,88,53,3.58351893845611,0,2.1972245773362196,2.0794415416798357,other,0.079,0.099,0.822,-0.2263
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",1.3862943611198906,7.40184157874383,2.3978952727983707,19.14838999533052,0.0,0.0,3.091042453358316,0.0,0.0,130,Minor,69,36,90,0.6931471805599453,100,2.772588722239781,1.6094379124341003,other,0.054,0.348,0.597,-0.9992
Lovers Rock,TV Girl,0.6931471805599453,8.754634047431272,2.6390573296152584,19.960193885816416,1.3862943611198906,0.6931471805599453,3.6109179126442243,0.6931471805599453,3.6375861597263857,105,Minor,56,57,87,0.0,1,2.3978952727983707,1.6094379124341003,other,0.346,0.097,0.556,0.994
METAMORPHOSIS,INTERWORLD,0.6931471805599453,7.3537223303996315,3.2188758248682006,19.69487121779383,2.9444389791664403,4.3694478524670215,3.2188758248682006,0.0,3.4339872044851463,175,Minor,59,15,64,3.784189633918261,8100,2.5649493574615367,2.3978952727983707,other,0.172,0.305,0.523,-0.9908
Set Me Free Pt.2,Jimin,0.6931471805599453,5.831882477283517,2.6390573296152584,18.94214124045688,1.6094379124341003,4.276666119016055,2.833213344056216,0.6931471805599453,2.302585092994046,132,Minor,59,56,82,2.5649493574615367,0,2.5649493574615367,1.9459101490553132,pop,0.535,0.029,0.435,0.9993
I Was Never There,"The Weeknd, Gesaffelstein",1.0986122886681098,8.340217320947035,2.772588722239781,20.374374479295863,3.4339872044851463,4.2626798770413155,4.962844630259907,0.0,3.332204510175204,114,Major,32,17,74,2.70805020110221,0,2.8903717578961645,1.3862943611198906,other,0.249,0.034,0.717,0.9545
Don't ever say love me (feat. RM of BTS),"RM, Colde",1.0986122886681098,4.663439094112067,0.0,17.356534111822867,1.791759469228055,2.302585092994046,1.791759469228055,0.0,0.0,145,Minor,54,19,48,3.6109179126442243,0,3.6375861597263857,1.791759469228055,other,0.061,0.11,0.829,-0.7579
Shut Down,BLACKPINK,0.6931471805599453,7.329749689041512,2.8903717578961645,19.99381817647854,3.9889840465642745,4.795790545596741,4.143134726391533,0.0,1.0986122886681098,110,Major,82,67,69,0.0,0,2.9444389791664403,1.6094379124341003,pop,0.057,0.018,0.925,0.8442
Call Out My Name,The Weeknd,0.6931471805599453,9.313618721429684,1.9459101490553132,21.09469108588382,5.0238805208462765,4.68213122712422,6.687108607866515,0.6931471805599453,4.663439094112067,134,Major,45,17,60,3.091042453358316,0,3.5263605246161616,1.6094379124341003,other,0.261,0.048,0.692,0.9847
Like Crazy (English Version),Jimin,0.6931471805599453,5.924255797414532,2.995732273553991,18.9724219226617,1.6094379124341003,4.290459441148391,1.791759469228055,0.0,1.791759469228055,120,Major,62,32,76,0.0,0,3.6888794541139363,1.6094379124341003,pop,0.223,0.129,0.648,0.9524
Sunroof,"Nicky Youre, Dazy",1.0986122886681098,8.227375506834035,2.8903717578961645,20.296635287833173,5.056245805348308,3.58351893845611,4.709530201312334,2.995732273553991,0.0,131,Major,77,84,71,3.58351893845611,0,2.772588722239781,1.6094379124341003,other,0.115,0.078,0.807,0.5584
Superman,"Eminem, Dina Rae",1.0986122886681098,8.938006576471201,2.70805020110221,20.300858260345496,2.9444389791664403,3.9512437185814275,6.913737350659685,0.0,0.0,130,Minor,80,64,76,1.0986122886681098,0,3.044522437723423,1.9459101490553132,hip-hop,0.195,0.155,0.65,0.9578
People Pt.2 (feat. IU),"IU, Agust D",1.0986122886681098,5.3471075307174685,1.6094379124341003,18.377940504526205,1.6094379124341003,3.828641396489095,2.4849066497880004,1.0986122886681098,3.2188758248682006,89,Minor,73,44,57,3.6888794541139363,0,3.4965075614664802,1.9459101490553132,pop,0.04,0.012,0.947,0.7096
DOGTOOTH,"Tyler, The Creator",1.0986122886681098,7.299797366758161,0.0,18.206971932676428,3.1780538303479458,0.0,2.9444389791664403,0.0,3.5263605246161616,78,Major,71,80,65,3.9512437185814275,0,3.1354942159291497,3.4965075614664802,other,0.237,0.135,0.628,0.9823
SORRY NOT SORRY,"Tyler, The Creator",1.0986122886681098,6.565264970035361,0.0,17.884080404416814,2.1972245773362196,0.6931471805599453,2.6390573296152584,0.0,0.0,96,Minor,48,50,80,3.713572066704308,0,3.6375861597263857,3.044522437723423,other,0.172,0.272,0.556,-0.9959
I Know - PR1SVX Edit,"Kanii, PR1ISVX",1.0986122886681098,6.0112671744041615,0.0,18.16420665031939,2.833213344056216,2.772588722239781,1.791759469228055,0.0,0.6931471805599453,134,Minor,67,11,76,2.1972245773362196,2209,3.4339872044851463,2.0794415416798357,other,0.032,0.341,0.627,-0.9972
Late Night Talking,Harry Styles,0.6931471805599453,8.917578753781104,2.1972245773362196,20.42713969884091,5.117993812416755,3.7612001156935624,5.298317366548036,2.833213344056216,4.07753744390572,115,Major,71,90,73,3.4339872044851463,0,2.4849066497880004,1.791759469228055,other,0.186,0.025,0.789,0.9654
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",1.0986122886681098,9.122819774446688,1.791759469228055,20.923602054295177,5.484796933490655,4.59511985013459,6.150602768446279,1.3862943611198906,2.3978952727983707,118,Major,65,63,79,1.3862943611198906,0,2.3978952727983707,1.3862943611198906,other,0.127,0.061,0.812,0.9801
Something in the Orange,Zach Bryan,0.6931471805599453,8.096512917501594,2.5649493574615367,19.924095196585277,4.219507705176107,4.442651256490317,3.8501476017100584,2.833213344056216,4.770684624465665,110,Major,59,22,38,3.7612001156935624,0,2.5649493574615367,1.3862943611198906,other,0.028,0.253,0.719,-0.9876
VOID,Melanie Martinez,0.6931471805599453,6.391917113392602,0.0,18.021253535983192,3.4011973816621555,2.302585092994046,2.5649493574615367,0.0,3.970291913552122,100,Major,72,42,66,2.9444389791664403,16,2.995732273553991,1.6094379124341003,other,0.209,0.145,0.646,0.9593
Midnight Rain,Taylor Swift,0.6931471805599453,7.868254265520613,1.6094379124341003,19.887071295930927,2.995732273553991,3.4011973816621555,3.091042453358316,0.0,0.0,140,Major,64,18,37,4.290459441148391,0,2.5649493574615367,2.0794415416798357,other,0.405,0.114,0.481,0.9934
If We Ever Broke Up,Mae Stephens,0.6931471805599453,7.621195162809845,1.6094379124341003,18.924993815008623,4.406719247264253,3.332204510175204,4.204692619390966,2.302585092994046,6.09807428216624,116,Major,90,96,73,4.143134726391533,0,2.302585092994046,1.6094379124341003,other,0.185,0.293,0.522,-0.9704
You Proof,Morgan Wallen,0.6931471805599453,7.663407664893479,2.302585092994046,19.72308876823603,3.6375861597263857,4.48863636973214,2.302585092994046,0.0,2.70805020110221,120,Major,73,64,85,3.258096538021482,0,4.127134385045092,1.3862943611198906,other,0.257,0.083,0.66,0.9853
Murder In My Mind,Kordhell,0.6931471805599453,7.807916628926408,3.044522437723423,19.922185291566706,3.044522437723423,4.23410650459726,3.9318256327243257,0.0,3.1354942159291497,120,Major,71,57,97,0.6931471805599453,0,2.6390573296152584,2.4849066497880004,other,0.074,0.391,0.535,-0.9976
Gangsta's Paradise,"Coolio, L.V.",1.0986122886681098,9.270964993792617,2.8903717578961645,21.02899073547566,3.091042453358316,0.0,5.958424693029782,0.0,0.0,80,Major,63,40,61,2.302585092994046,0,4.04305126783455,1.9459101490553132,other,0.076,0.152,0.772,-0.9769
I Love You So,The Walters,0.6931471805599453,8.92757950384347,2.0794415416798357,20.695036069217117,3.8066624897703196,2.995732273553991,4.912654885736052,0.0,1.9459101490553132,76,Major,58,46,67,4.189654742026425,0,2.6390573296152584,1.6094379124341003,other,0.27,0.139,0.591,0.9958
Dark Red,Steve Lacy,0.6931471805599453,9.252633284166434,2.0794415416798357,20.639933882209352,4.276666119016055,3.9889840465642745,5.204006687076795,0.0,2.3978952727983707,172,Major,60,77,78,3.828641396489095,0,2.5649493574615367,1.9459101490553132,other,0.1,0.192,0.708,-0.9349
Say You Won't Let Go,James Arthur,0.6931471805599453,9.662879887470275,2.833213344056216,21.607223994896696,5.44673737166631,3.6375861597263857,7.31986492980897,0.0,2.6390573296152584,99,Major,40,45,56,4.248495242049359,0,2.302585092994046,1.791759469228055,other,0.196,0.084,0.72,0.9747
Heart To Heart,Mac DeMarco,0.6931471805599453,7.403061091090091,0.0,19.315375014010815,3.332204510175204,3.332204510175204,3.4011973816621555,0.6931471805599453,0.6931471805599453,150,Minor,90,64,14,4.219507705176107,1225,2.4849066497880004,2.3978952727983707,other,0.121,0.165,0.714,-0.9989
Peaches (from The Super Mario Bros. Movie),Jack Black,0.6931471805599453,3.5553480614894135,0.0,18.038204256000316,0.0,0.0,0.0,0.0,0.0,92,Minor,71,41,31,4.382026634673881,0,2.3978952727983707,1.791759469228055,other,0.111,0.255,0.634,-0.9944
Low,SZA,0.6931471805599453,7.555905093611346,0.0,19.422699397539677,3.1780538303479458,4.276666119016055,2.70805020110221,0.0,2.302585092994046,145,Minor,70,34,55,3.784189633918261,0,2.833213344056216,1.9459101490553132,other,0.146,0.116,0.738,0.9545
Numb,Linkin Park,0.6931471805599453,9.909071930830029,1.791759469228055,21.03179781017084,3.6888794541139363,0.0,8.90136656405678,0.0,0.0,110,Major,50,24,86,0.0,0,4.174387269895637,1.6094379124341003,other,0.147,0.172,0.681,-0.8316
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",1.0986122886681098,7.333023014386481,0.0,18.82466637817857,3.4965075614664802,2.9444389791664403,3.6888794541139363,1.0986122886681098,0.0,95,Major,64,30,77,3.8501476017100584,0,3.6635616461296463,1.9459101490553132,other,0.119,0.109,0.773,0.5472
on the street (with J. Cole),"j-hope, J. Cole",1.0986122886681098,6.423246963533519,1.0986122886681098,18.57425803942623,3.1354942159291497,4.418840607796598,2.1972245773362196,0.0,2.302585092994046,94,Minor,68,81,82,3.9889840465642745,0,2.302585092994046,2.6390573296152584,pop,0.08,0.016,0.904,0.9893
One Thing At A Time,Morgan Wallen,0.6931471805599453,6.699500340161678,1.6094379124341003,18.815889663370957,2.4849066497880004,4.07753744390572,1.791759469228055,0.0,3.091042453358316,142,Major,61,92,91,0.0,0,3.295836866004329,1.3862943611198906,other,0.133,0.225,0.641,-0.9536
Miss You,"Robin Schulz, Oliver Tree",1.0986122886681098,8.653645314551737,2.3978952727983707,20.024553875674933,4.6913478822291435,2.833213344056216,5.288267030694535,1.3862943611198906,5.111987788356544,145,Minor,59,20,74,0.6931471805599453,0,2.772588722239781,1.791759469228055,other,0.069,0.098,0.833,-0.0772
Ain't That Some,Morgan Wallen,0.6931471805599453,5.877735781779639,1.6094379124341003,18.301797090338184,1.6094379124341003,3.044522437723423,0.0,0.0,0.0,121,Minor,64,67,80,0.0,0,3.6109179126442243,1.3862943611198906,other,0.098,0.231,0.671,-0.9889
Thinkin' Bout Me,Morgan Wallen,0.6931471805599453,6.405228458030842,1.9459101490553132,18.651135749325267,3.1354942159291497,4.624972813284271,0.0,0.0,4.204692619390966,140,Minor,66,43,76,3.912023005428146,0,2.5649493574615367,1.3862943611198906,other,0.112,0.091,0.797,0.25
Everything I Love,Morgan Wallen,0.6931471805599453,6.363028103540465,0.0,18.375925493060883,2.4849066497880004,4.007333185232471,0.0,0.0,4.6443908991413725,104,Major,56,72,85,0.0,0,2.772588722239781,1.3862943611198906,other,0.242,0.16,0.598,0.9652
Heaven,Niall Horan,0.6931471805599453,7.348587530927593,1.0986122886681098,18.789376751514357,4.127134385045092,1.9459101490553132,3.8918202981106265,0.0,5.017279836814924,92,Major,57,68,76,2.0794415416798357,0,3.5263605246161616,1.3862943611198906,other,0.242,0.197,0.561,0.7506
LET GO,Central Cee,0.6931471805599453,7.741533589281828,3.044522437723423,19.512817947765235,3.912023005428146,3.1780538303479458,4.709530201312334,0.0,2.1972245773362196,146,Minor,74,51,45,4.465908118654584,0,3.091042453358316,3.6635616461296463,other,0.267,0.134,0.599,0.9776
I Wrote The Book,Morgan Wallen,0.6931471805599453,6.066108090103747,0.0,18.234609794964058,2.772588722239781,2.8903717578961645,0.0,0.0,0.0,144,Major,68,83,81,2.302585092994046,0,2.1972245773362196,1.6094379124341003,other,0.192,0.075,0.733,0.9761
SPIT IN MY FACE!,ThxSoMch,0.6931471805599453,6.4457198193855785,2.70805020110221,19.52995695369206,3.4965075614664802,1.3862943611198906,2.302585092994046,0.0,0.0,94,Major,73,65,79,1.791759469228055,4,2.4849066497880004,1.9459101490553132,other,0.311,0.14,0.549,0.9973
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",1.0986122886681098,5.799092654460526,0.0,17.89119768091201,2.70805020110221,3.58351893845611,0.6931471805599453,0.0,0.0,148,Major,50,49,76,2.5649493574615367,0,2.5649493574615367,1.3862943611198906,other,0.254,0.074,0.672,0.9931
Red Ruby Da Sleeze,Nicki Minaj,0.6931471805599453,7.063903961472068,0.0,18.215124008994337,3.828641396489095,2.4849066497880004,3.044522437723423,0.0,3.091042453358316,98,Major,70,29,73,2.5649493574615367,0,2.4849066497880004,3.295836866004329,other,0.195,0.22,0.585,-0.9799
Nobody Gets Me,SZA,0.6931471805599453,7.838737559599282,1.9459101490553132,19.46767799174123,4.0943445622221,4.61512051684126,4.07753744390572,2.6390573296152584,1.0986122886681098,100,Major,36,28,28,4.406719247264253,0,2.9444389791664403,1.3862943611198906,r&b,0.107,0.105,0.788,0.0516
Hype Boy,NewJeans,0.6931471805599453,6.794586580876499,2.8903717578961645,19.711214605889378,3.044522437723423,4.787491742782046,2.5649493574615367,1.0986122886681098,2.0794415416798357,100,Minor,59,78,94,3.332204510175204,0,3.4011973816621555,3.1780538303479458,pop,0.119,0.0,0.881,0.9661
Bloody Mary,Lady Gaga,0.6931471805599453,8.271292652979412,0.0,19.735684192431656,4.204692619390966,3.295836866004329,5.627621113690637,1.3862943611198906,6.5998704992128365,100,Minor,59,49,65,1.0986122886681098,0,2.6390573296152584,1.3862943611198906,other,0.272,0.071,0.657,0.9932
'98 Braves,Morgan Wallen,0.6931471805599453,5.645446897643238,0.0,17.850339925436415,1.9459101490553132,2.772588722239781,0.0,0.0,0.0,142,Major,49,48,67,2.3978952727983707,0,3.295836866004329,1.3862943611198906,other,0.397,0.096,0.507,0.9972
WANDA,Quevedo,0.6931471805599453,6.790097235513905,3.1354942159291497,18.98257590927511,2.4849066497880004,3.2188758248682006,2.0794415416798357,0.6931471805599453,2.0794415416798357,176,Minor,72,96,63,3.258096538021482,0,3.091042453358316,2.0794415416798357,other,0.186,0.021,0.793,0.9638
Thought You Should Know,Morgan Wallen,0.6931471805599453,6.876264611890766,1.6094379124341003,19.129806922615114,2.833213344056216,3.9889840465642745,0.6931471805599453,0.0,4.127134385045092,140,Major,53,51,70,3.912023005428146,0,2.70805020110221,1.3862943611198906,other,0.161,0.093,0.746,0.8625
In The End,Linkin Park,0.6931471805599453,10.129267625171467,1.9459101490553132,21.208260029769498,4.1588830833596715,0.0,8.826000545482966,1.0986122886681098,0.0,105,Minor,55,40,90,0.6931471805599453,0,3.4965075614664802,1.9459101490553132,other,0.084,0.118,0.798,-0.7783
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",1.0986122886681098,8.572060092857077,2.70805020110221,20.22781049782885,4.553876891600541,3.091042453358316,4.394449154672439,2.772588722239781,3.6635616461296463,101,Major,74,43,69,2.5649493574615367,0,2.5649493574615367,2.0794415416798357,other,0.149,0.091,0.761,0.9735
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",1.6094379124341003,8.729235349659273,2.0794415416798357,20.924966034107968,4.812184355372417,4.48863636973214,6.364750756851911,3.091042453358316,2.3978952727983707,77,Minor,72,59,76,3.2188758248682006,0,3.7612001156935624,3.367295829986474,other,0.009,0.081,0.91,-0.9633
Revenge,XXXTENTACION,0.6931471805599453,8.188966863648876,2.4849066497880004,20.745279969023027,2.0794415416798357,0.0,5.318119993844216,0.0,1.0986122886681098,140,Minor,75,18,25,4.3694478524670215,0,2.4849066497880004,3.295836866004329,other,0.147,0.353,0.5,-0.9879
Love Again,The Kid Laroi,0.6931471805599453,7.157735484249907,0.0,18.80960291579415,4.060443010546419,1.6094379124341003,3.8918202981106265,0.0,0.0,107,Minor,66,47,40,4.290459441148391,0,2.4849066497880004,1.3862943611198906,pop,0.346,0.051,0.603,0.9975
After Hours,The Weeknd,0.6931471805599453,8.997765772011208,1.9459101490553132,20.3638530642869,3.828641396489095,4.7535901911063645,5.389071729816501,0.6931471805599453,5.402677381872279,109,Minor,66,16,57,2.3978952727983707,1,2.5649493574615367,1.3862943611198906,other,0.143,0.144,0.713,-0.6452
About Damn Time,Lizzo,0.6931471805599453,7.75491027202143,1.0986122886681098,20.400156185583178,0.0,0.0,3.258096538021482,0.0,0.0,109,Minor,84,72,74,2.3978952727983707,0,3.5553480614894135,2.0794415416798357,other,0.297,0.193,0.51,0.872
Born With A Beer In My Hand,Morgan Wallen,0.6931471805599453,5.318119993844216,0.0,17.355047856910243,1.791759469228055,2.302585092994046,0.0,0.0,0.0,148,Major,53,61,81,1.791759469228055,0,3.6109179126442243,1.6094379124341003,other,0.276,0.141,0.584,0.975
My Universe,"Coldplay, BTS",1.0986122886681098,8.720623711420426,2.6390573296152584,20.783388227253948,0.0,0.0,0.0,0.0,0.0,105,Major,58,42,68,0.6931471805599453,0,2.70805020110221,1.6094379124341003,other,0.093,0.0,0.907,0.8555
Devil Don't Know,Morgan Wallen,0.6931471805599453,5.117993812416755,0.0,17.297579472959836,1.0986122886681098,2.3978952727983707,0.0,0.0,0.0,125,Major,53,32,66,3.6635616461296463,0,2.302585092994046,1.3862943611198906,other,0.083,0.285,0.632,-0.991
LLYLM,ROSALÍA,0.6931471805599453,7.516977224604321,0.0,18.643733795171567,4.663439094112067,3.7376696182833684,4.74493212836325,0.6931471805599453,4.0943445622221,170,Minor,56,56,63,2.6390573296152584,0,2.995732273553991,3.332204510175204,other,0.379,0.0,0.621,0.9989
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",1.3862943611198906,7.544861068658458,0.0,18.457857687337984,4.465908118654584,0.6931471805599453,3.912023005428146,0.0,2.302585092994046,115,Major,70,84,90,2.8903717578961645,0,3.7376696182833684,1.9459101490553132,other,0.482,0.069,0.449,0.9993
TRUSTFALL,P!nk,0.6931471805599453,7.649216319820633,2.833213344056216,18.71525742636333,4.48863636973214,3.2188758248682006,4.624972813284271,2.0794415416798357,6.113682179832232,122,Major,64,25,89,0.0,0,2.772588722239781,2.302585092994046,other,0.334,0.106,0.561,0.9939
ANTIFRAGILE,LE SSERAFIM,0.6931471805599453,6.635946555686647,2.5649493574615367,19.522792641838443,3.1780538303479458,4.564348191467836,2.4849066497880004,0.0,1.3862943611198906,105,Minor,88,82,80,2.1972245773362196,0,2.4849066497880004,2.1972245773362196,pop,0.05,0.069,0.881,-0.8176
Boy's a liar,PinkPantheress,0.6931471805599453,7.111512116496157,0.0,18.867534885783666,3.332204510175204,0.0,3.367295829986474,2.6390573296152584,0.0,133,Major,66,74,84,3.258096538021482,0,3.091042453358316,1.6094379124341003,indie,0.339,0.19,0.471,0.9734
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",1.0986122886681098,6.030685260261263,1.0986122886681098,18.84496954283833,2.772588722239781,3.713572066704308,3.091042453358316,0.6931471805599453,2.772588722239781,100,Major,79,60,68,2.0794415416798357,0,3.295836866004329,1.6094379124341003,pop,0.094,0.1,0.806,-0.6435
Shirt,SZA,0.6931471805599453,8.151909872940905,0.0,19.550966048175354,4.276666119016055,4.564348191467836,3.4657359027997265,0.0,1.0986122886681098,120,Minor,82,55,45,2.772588722239781,9,2.302585092994046,2.3978952727983707,r&b,0.18,0.307,0.513,-0.9866
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,0.6931471805599453,8.10530751550515,0.0,19.5103496966111,4.867534450455582,3.4657359027997265,5.3612921657094255,0.6931471805599453,3.7376696182833684,177,Major,25,17,30,4.51085950651685,0,2.6390573296152584,1.3862943611198906,other,0.046,0.125,0.829,-0.9612
"Sex, Drugs, Etc.",Beach Weather,0.6931471805599453,8.008698182988528,2.833213344056216,19.99035242934754,3.871201010907891,4.110873864173311,4.477336814478207,2.5649493574615367,4.8283137373023015,144,Minor,57,47,84,0.6931471805599453,1,3.970291913552122,1.6094379124341003,other,0.083,0.049,0.869,0.6124
Boy With Luv (feat. Halsey),"Halsey, BTS",1.0986122886681098,8.357259153499912,0.0,20.78678540131131,4.736198448394496,4.532599493153256,5.560681631015528,0.0,0.6931471805599453,120,Minor,65,80,86,2.302585092994046,0,2.995732273553991,2.3978952727983707,pop,0.132,0.11,0.758,0.9531
