track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,genre,genre_category,pos,neg,neu,compound,sentiment_label,popularity_score,scaled_bpm,scaled_danceability,scaled_instrumentalness,scaled_energy
See You Again,"Tyler, The Creator, Kali Uchis",1.3862943611198906,9.502114062331216,4.174387269895637,20.76929150914099,4.356708826689592,4.07753744390572,5.513428746164983,0.6931471805599453,5.7430031878094825,79,Major,56,58,56,3.6375861597263857,0,2.4849066497880004,2.3978952727983707,[],,0.315,0.178,0.507,0.9661,happy,7.990849480041476,1.893617021276596,5.068493150684931,1.0,5.806818181818182
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",1.3862943611198906,7.0192966537150445,4.394449154672439,17.992298022011063,4.418840607796598,4.983606621708336,4.189654742026425,2.833213344056216,7.033506484287697,144,Major,77,75,58,3.970291913552122,0,3.1780538303479458,3.258096538021482,[],,0.166,0.195,0.638,-0.9623,angry,3.4341900957825127,6.042553191489362,7.657534246575342,1.0,6.011363636363636
Angels Like You,Miley Cyrus,0.6931471805599453,8.12355783506165,2.995732273553991,20.16205011605056,4.189654742026425,3.8918202981106265,4.934473933130692,0.6931471805599453,4.634728988229636,122,Major,67,49,64,2.3978952727983707,0,2.3978952727983707,1.3862943611198906,[],,0.193,0.2,0.607,-0.3612,angry,6.994450963026679,4.638297872340425,6.424657534246575,1.0,6.625
I Ain't Worried,OneRepublic,0.6931471805599453,9.039789270781144,4.343805421853684,20.80547734890892,5.488937726156687,4.852030263919617,6.129050210060545,3.6375861597263857,5.808142489980444,140,Major,71,82,81,2.4849066497880004,0,1.9459101490553128,1.791759469228055,['soft pop'],soft pop,0.211,0.141,0.649,0.8779,happy,8.050225401202255,5.787234042553191,6.917808219178082,1.0,8.363636363636363
Die For You,The Weeknd,0.6931471805599453,7.81762544305337,4.0943445622221,21.222822444387607,4.23410650459726,3.091042453358316,3.218875824868201,0.0,5.560681631015528,134,Minor,59,51,52,2.302585092994046,0,2.772588722239781,2.079441541679836,[],,0.186,0.306,0.508,-0.9943,angry,8.735030552745066,5.404255319148936,5.438356164383562,1.0,5.3977272727272725
Starboy,"The Weeknd, Daft Punk",1.0986122886681098,10.293398993717526,4.382026634673881,21.66543080263129,5.641907070938114,4.927253685157205,7.802209316247118,0.6931471805599453,4.948759890378168,186,Major,68,49,59,2.833213344056216,0,2.6390573296152584,3.367295829986474,[],,0.119,0.17,0.711,-0.9565,angry,9.461289198467329,8.72340425531915,6.5479452054794525,1.0,6.113636363636364
Die For You - Remix,"Ariana Grande, The Weeknd",1.0986122886681098,8.134174272137903,3.871201010907891,20.066923201031,4.477336814478207,4.465908118654584,4.31748811353631,0.6931471805599453,2.833213344056216,67,Minor,53,50,53,3.1780538303479458,0,3.80666248977032,2.079441541679836,[],,0.194,0.3,0.506,-0.9943,angry,6.838360949842145,1.127659574468085,4.698630136986301,1.0,5.5
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",1.3862943611198906,8.361240889642351,4.204692619390966,18.995836118940005,4.983606621708336,4.718498871295094,5.365976015021851,2.4849066497880004,6.698268054115413,128,Major,60,23,91,0.0,0,2.5649493574615367,1.3862943611198906,"['edm', 'dance']",edm,0.374,0.252,0.374,0.9796,happy,5.080856286403901,5.0212765957446805,5.561643835616438,1.0,9.386363636363637
Another Love,Tom Odell,0.6931471805599453,9.818583045445685,4.430816798843313,21.318620275543065,5.525452939131784,4.812184355372417,8.130059039992796,2.995732273553991,0.0,123,Minor,45,13,54,4.262679877041316,0,2.302585092994046,1.6094379124341005,[],,0.455,0.078,0.467,0.9986,happy,8.892221445827543,4.702127659574468,3.7123287671232874,1.0,5.6022727272727275
cardigan,Taylor Swift,0.6931471805599453,8.977651407818442,3.4011973816621555,20.51503498404278,4.672828834461906,4.727387818712341,4.962844630259907,1.6094379124341005,5.375278407684165,130,Minor,61,53,58,4.02535169073515,0,3.332204510175204,1.6094379124341005,[],,0.228,0.065,0.707,0.986,happy,7.573649948797625,5.148936170212766,5.684931506849315,1.0,6.011363636363636
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",1.0986122886681098,8.553525120663627,3.737669618283368,18.867534885783662,5.043425116919247,4.442651256490317,4.634728988229636,2.70805020110221,3.6375861597263857,133,Major,70,86,81,3.258096538021482,0,3.258096538021482,1.791759469228055,['bedroom pop'],bedroom pop,0.305,0.202,0.493,0.9592,happy,4.870331839449556,5.340425531914893,6.794520547945206,1.0,8.363636363636363
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",1.3862943611198906,8.041734711487537,3.688879454113936,20.395364700675124,3.6635616461296463,0.0,1.6094379124341005,0.0,0.0,101,Major,88,72,59,4.143134726391533,0,2.302585092994046,1.3862943611198906,"['soft pop', 'pop']",soft pop,0.153,0.103,0.743,0.875,happy,7.377287687866383,3.2978723404255317,9.013698630136986,1.0,6.113636363636364
Yellow,Chris Molitor,0.6931471805599453,10.353256586200818,3.784189633918261,21.28585686417892,5.2832037287379885,1.0986122886681098,8.307459327011946,1.791759469228055,0.0,173,Major,43,28,66,0.0,0,3.1780538303479458,1.3862943611198906,[],,0.2,0.015,0.785,0.9776,happy,8.838461252818572,7.8936170212765955,3.4657534246575343,1.0,6.829545454545454
Karma,Taylor Swift,0.6931471805599453,8.247743887225516,3.1780538303479458,19.818317627268264,3.6375861597263857,4.02535169073515,3.49650756146648,0.0,5.60947179518496,90,Major,64,10,62,2.079441541679836,0,3.8918202981106265,2.079441541679836,[],,0.31,0.094,0.596,0.9948,happy,6.430433842373186,2.595744680851064,6.054794520547945,1.0,6.420454545454546
People,Libianca,0.6931471805599453,8.162516250140179,4.04305126783455,19.737624917076797,4.663439094112067,4.174387269895637,5.135798437050262,2.19722457733622,6.272877006546167,198,Minor,59,71,42,4.02535169073515,0,2.3978952727983707,2.079441541679836,['pop'],pop,0.358,0.062,0.58,0.9967,happy,6.298028348143794,9.48936170212766,5.438356164383562,1.0,4.375
Overdrive,Post Malone,0.6931471805599453,6.018593214496234,3.610917912644224,16.508814295802388,3.610917912644224,3.49650756146648,3.4657359027997265,0.6931471805599453,3.295836866004329,140,Major,56,48,73,0.0,0,3.58351893845611,1.6094379124341005,['anime'],anime,0.149,0.07,0.781,0.9538,happy,1.0,5.787234042553191,5.068493150684931,1.0,7.545454545454546
Enchanted (Taylor's Version),Taylor Swift,0.6931471805599453,5.003946305945459,3.218875824868201,17.4937884889954,3.49650756146648,4.543294782270004,2.19722457733622,1.0986122886681098,1.791759469228055,82,Major,51,22,53,0.6931471805599453,0,2.772588722239781,1.3862943611198906,[],,0.215,0.03,0.755,0.9925,happy,2.616205411163733,2.085106382978723,4.4520547945205475,1.0,5.5
Heat Waves,Glass Animals,0.6931471805599453,10.023224234138462,4.158883083359672,21.66248206507772,5.958424693029782,4.976733742420574,6.56244409369372,3.367295829986474,0.0,81,Major,76,53,53,3.80666248977032,0,2.302585092994046,2.302585092994046,[],,0.2,0.05,0.75,0.9887,happy,9.456450730999743,2.0212765957446805,7.534246575342466,1.0,5.5
golden hour,JVKE,0.6931471805599453,8.414495793177895,3.610917912644224,20.43709532551045,4.262679877041316,4.07753744390572,4.700480365792417,2.9444389791664403,5.442417710521793,94,Minor,51,14,59,4.189654742026425,324,3.258096538021482,1.3862943611198906,[],,0.29,0.027,0.683,0.9895,happy,7.4457618287486556,2.851063829787234,4.4520547945205475,1.3599999999999999,6.113636363636364
Sweater Weather,The Neighbourhood,0.6931471805599453,9.705889908189658,4.127134385045092,21.548656105748044,5.117993812416755,4.477336814478207,6.963189985870238,0.6931471805599453,0.0,124,Major,61,41,81,1.791759469228055,4,2.3978952727983707,1.3862943611198906,[],,0.25,0.018,0.732,0.993,happy,9.269678191504916,4.76595744680851,5.684931506849315,1.0044444444444445,8.363636363636363
Viva La Vida,Coldplay,0.6931471805599453,10.431140794408378,4.143134726391533,21.18882823726896,5.455321115357702,0.0,8.317766166719343,2.302585092994046,0.0,138,Minor,49,42,62,2.302585092994046,0,2.4849066497880004,1.3862943611198906,[],,0.072,0.05,0.878,0.6574,happy,8.679250795393992,5.659574468085106,4.205479452054794,1.0,6.420454545454546
Here With Me,d4vd,0.6931471805599453,8.085486772102845,3.1780538303479458,20.269784237756596,4.553876891600541,4.454347296253507,4.23410650459726,0.6931471805599453,4.442651256490317,132,Major,58,27,48,3.9318256327243257,0,2.5649493574615367,1.3862943611198906,[],,0.32,0.0,0.68,0.9818,happy,7.171227645777952,5.276595744680852,5.315068493150685,1.0,4.988636363636363
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",1.0986122886681098,9.05683948099042,3.7612001156935615,20.930829360286268,5.37989735354046,4.691347882229144,5.805134968916488,3.295836866004329,5.043425116919247,131,Major,71,24,47,0.6931471805599453,0,3.332204510175204,2.302585092994046,['soft pop'],soft pop,0.166,0.102,0.733,0.9794,happy,8.255910586142555,5.212765957446809,6.917808219178082,1.0,4.886363636363637
Riptide,Vance Joy,0.6931471805599453,10.34573450473682,4.02535169073515,21.420950046606645,5.707110264748875,4.189654742026425,6.911747300251674,0.6931471805599453,0.0,102,Major,48,50,73,3.784189633918261,0,2.772588722239781,1.6094379124341005,['folk pop'],folk pop,0.199,0.093,0.708,0.9805,happy,9.060130342181436,3.361702127659574,4.082191780821917,1.0,7.545454545454546
Back To December (Taylor's Version),Taylor Swift,0.6931471805599453,4.941642422609304,2.8903717578961645,17.484925042769156,2.833213344056216,4.290459441148391,1.791759469228055,0.0,2.19722457733622,142,Major,50,20,64,0.6931471805599453,0,2.5649493574615367,1.3862943611198906,[],,0.252,0.057,0.691,0.9941,happy,2.601661730881131,5.914893617021277,4.328767123287671,1.0,6.625
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",1.0986122886681098,9.743964132018151,3.610917912644224,21.70359893802012,6.20050917404269,4.605170185988092,6.683360945766275,3.4657359027997265,0.0,170,Major,59,48,76,1.6094379124341005,0,2.3978952727983707,1.791759469228055,[],,0.097,0.108,0.795,-0.25,neutral,9.523917790541898,7.702127659574468,5.438356164383562,1.0,7.8522727272727275
Someone You Loved,Lewis Capaldi,0.6931471805599453,9.789030230558303,3.9889840465642745,21.78356749407797,6.089044875446846,4.836281906951478,7.496097345175956,0.0,0.0,110,Major,50,45,41,4.330733340286331,0,2.4849066497880004,1.3862943611198906,['soft pop'],soft pop,0.189,0.117,0.694,0.9503,happy,9.655135048736925,3.872340425531915,4.328767123287671,1.0,4.272727272727273
Makeba,Jain,0.6931471805599453,8.709630081951286,3.9889840465642745,18.924385881116365,5.017279836814924,5.003946305945459,7.902487437162855,3.1354942159291497,7.280697195384741,116,Major,82,40,66,3.688879454113936,2601,3.258096538021482,2.079441541679836,['french pop'],french pop,0.019,0.023,0.958,-0.2732,neutral,4.963616401544426,4.25531914893617,8.273972602739725,3.89,6.829545454545454
Fast Car,Luke Combs,0.6931471805599453,7.277247726631484,2.5649493574615367,18.8721312675495,4.060443010546419,4.584967478670572,3.58351893845611,0.0,6.063785208687608,98,Major,71,67,60,2.995732273553991,0,2.5649493574615367,1.3862943611198906,[],,0.145,0.074,0.781,0.9643,happy,4.877873861497502,3.1063829787234045,6.917808219178082,1.0,6.215909090909092
What It Is (Solo Version),Doechii,0.6931471805599453,6.690842277418564,3.258096538021482,18.370775948312016,3.4011973816621555,4.343805421853684,3.218875824868201,0.0,5.093750200806762,172,Minor,74,76,76,1.9459101490553128,0,2.3978952727983707,2.302585092994046,[],,0.345,0.056,0.599,0.9988,happy,4.055219638201969,7.829787234042553,7.287671232876712,1.0,7.8522727272727275
Don't Blame Me,Taylor Swift,0.6931471805599453,8.492080490601163,3.1780538303479458,20.34497688998916,2.995732273553991,3.828641396489095,0.0,0.0,2.3978952727983707,136,Minor,62,19,53,2.4849066497880004,0,1.9459101490553128,1.6094379124341005,[],,0.212,0.108,0.68,0.9899,happy,7.294608311238906,5.531914893617021,5.808219178082192,1.0,5.5
Still With You,Jung Kook,0.6931471805599453,3.4657359027997265,3.688879454113936,17.46387934929753,1.0986122886681098,4.68213122712422,2.19722457733622,0.0,0.0,88,Minor,53,34,47,2.302585092994046,0,4.430816798843313,1.6094379124341005,['k-pop'],k-pop,0.132,0.097,0.772,0.9118,happy,2.567128680263563,2.4680851063829787,4.698630136986301,1.0,4.886363636363637
All My Life (feat. J. Cole),"J. Cole, Lil Durk",1.0986122886681098,7.685243607975833,3.1780538303479458,18.789240835876853,4.248495242049359,4.983606621708336,4.248495242049359,1.0986122886681098,6.171700597410915,143,Major,83,69,44,2.772588722239781,0,2.3978952727983707,3.5263605246161616,['drill'],drill,0.121,0.111,0.768,0.3031,neutral,4.741862212533643,5.9787234042553195,8.397260273972602,1.0,4.579545454545454
Say Yes To Heaven,Lana Del Rey,0.6931471805599453,7.601402334583733,3.8501476017100575,18.66415651563692,3.912023005428146,4.663439094112067,4.158883083359672,0.6931471805599453,0.0,100,Minor,49,17,35,4.276666119016055,81,2.4849066497880004,1.3862943611198906,[],,0.242,0.08,0.678,0.9652,happy,4.536616271451504,3.234042553191489,4.205479452054794,1.09,3.659090909090909
Snooze,SZA,0.6931471805599453,7.951559331155252,3.258096538021482,19.80619169578732,4.07753744390572,5.056245805348308,3.7612001156935615,0.6931471805599453,5.468060141135132,143,Major,56,39,55,2.70805020110221,0,2.4849066497880004,2.6390573296152584,['r&b'],r&b,0.166,0.27,0.564,-0.9709,angry,6.410536878360989,5.9787234042553195,5.068493150684931,1.0,5.704545454545454
Summertime Sadness,Lana Del Rey,0.6931471805599453,9.920049640835106,3.970291913552122,20.706768001983445,4.499809670330265,4.969813299576001,7.398174092970465,1.3862943611198906,5.303304908059076,112,Minor,56,24,66,2.079441541679836,0,2.5649493574615367,1.3862943611198906,[],,0.176,0.287,0.538,-0.9833,angry,7.888257116412758,4.0,5.068493150684931,1.0,6.829545454545454
Take Two,BTS,0.6931471805599453,6.51471269087253,3.871201010907891,18.5902745454182,3.044522437723423,4.672828834461906,3.258096538021482,1.6094379124341005,4.3694478524670215,93,Major,62,57,59,1.3862943611198906,0,3.6635616461296463,1.3862943611198906,['k-pop'],k-pop,0.085,0.012,0.903,0.9509,happy,4.415386252553404,2.787234042553192,5.808219178082192,1.0,6.113636363636364
Lover,Taylor Swift,0.6931471805599453,9.041803370152843,3.1780538303479458,20.598644556824887,5.081404364984463,4.709530201312334,5.099866427824199,0.0,1.791759469228055,206,Major,43,50,55,3.9318256327243257,0,2.772588722239781,2.3978952727983707,[],,0.411,0.177,0.413,0.9923,happy,7.710841608121685,10.0,3.4657534246575343,1.0,5.704545454545454
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",1.3862943611198906,7.65491704784832,4.07753744390572,19.472900572659537,2.8903717578961645,4.787491742782046,2.995732273553991,1.0986122886681098,5.58724865840025,88,Minor,68,17,71,2.772588722239781,0,2.4849066497880004,1.791759469228055,[],,0.098,0.097,0.805,-0.8198,angry,5.863652583914905,2.4680851063829787,6.5479452054794525,1.0,7.340909090909092
Chemical,Post Malone,0.6931471805599453,7.835579246669965,3.688879454113936,18.967795327865154,4.04305126783455,4.5217885770490405,4.0943445622221,1.3862943611198906,6.18826412308259,170,Major,50,37,90,0.0,0,2.5649493574615367,1.791759469228055,[],,0.07,0.1,0.829,-0.6705,angry,5.034845255270616,7.702127659574468,4.328767123287671,1.0,9.284090909090908
Mockingbird,Eminem,0.6931471805599453,9.471627133068433,4.127134385045092,20.93963372038009,3.912023005428146,4.59511985013459,7.781138509845015,1.791759469228055,5.3230099791384085,84,Minor,62,24,67,3.091042453358316,0,2.6390573296152584,3.367295829986474,"['rap', 'hip hop']",rap,0.142,0.086,0.772,0.9693,happy,8.27035731431453,2.2127659574468086,5.808219178082192,1.0,6.931818181818182
